id,agent_type,o_zone_id,d_zone_id,o_zone_name,d_zone_name,o_node_id,d_node_id,path_node_seq,path_link_seq,b_generated,b_complete_trip,geometry,departure_time
6182,v,44,21,E4,C1,1706,2033,[],[],False,False,"LINESTRING(-111.9308996 33.4240141, -111.9391049 33.4275257)",0749
6183,v,44,22,E4,C2,2638,2303,[],[],False,False,"LINESTRING(-111.9303912 33.4232883, -111.9357537 33.4282532)",0703
6184,v,44,23,E4,C3,1708,2614,[],[],False,False,"LINESTRING(-111.9324067 33.4239684, -111.9331723 33.4274355)",0759
6185,v,44,24,E4,C4,1073,2593,[],[],False,False,"LINESTRING(-111.9310595 33.4238248, -111.9311428 33.4278623)",0736
6186,v,44,25,E4,C5,176,1196,[],[],False,False,"LINESTRING(-111.9321282 33.4242876, -111.9283609 33.4276645)",0729
6191,v,44,30,E4,D0,1513,2637,[],[],False,False,"LINESTRING(-111.9315104 33.4234587, -111.9403 33.4255083)",0733
6192,v,44,31,E4,D1,1065,3173,[],[],False,False,"LINESTRING(-111.9309114 33.423523, -111.9382304 33.4261175)",0748
6193,v,44,32,E4,D2,216,103,[],[],False,False,"LINESTRING(-111.9312621 33.4233557, -111.9349858 33.4250908)",0747
6194,v,44,33,E4,D3,1514,2569,[],[],False,False,"LINESTRING(-111.9324061 33.4244988, -111.9333885 33.4253251)",0723
6195,v,44,34,E4,D4,2560,172,[],[],False,False,"LINESTRING(-111.9323089 33.4247058, -111.9304942 33.4250767)",0741
6196,v,44,35,E4,D5,215,1144,[],[],False,False,"LINESTRING(-111.9314818 33.4234889, -111.9294052 33.4256464)",0740
6197,v,44,36,E4,D6,1074,775,[],[],False,False,"LINESTRING(-111.9303321 33.4240507, -111.926379 33.4250061)",0707
6201,v,44,40,E4,E0,177,2059,[],[],False,False,"LINESTRING(-111.9321775 33.4242506, -111.9399405 33.424861)",0743
6202,v,44,41,E4,E1,1074,1868,[],[],False,False,"LINESTRING(-111.9303321 33.4240507, -111.9380632 33.42423)",0721
6203,v,44,42,E4,E2,1070,2920,[],[],False,False,"LINESTRING(-111.9319404 33.4243827, -111.9363402 33.4240365)",0757
6204,v,44,43,E4,E3,1064,2686,[],[],False,False,"LINESTRING(-111.9309513 33.4234312, -111.9330764 33.4240402)",0723
6205,v,44,44,E4,E4,885,176,[],[],False,False,"LINESTRING(-111.9305439 33.4231279, -111.9321282 33.4242876)",0800
6206,v,44,45,E4,E5,1705,983,[],[],False,False,"LINESTRING(-111.930319 33.4244362, -111.9282474 33.4244664)",0702
6207,v,44,46,E4,E6,1707,790,[],[],False,False,"LINESTRING(-111.9304787 33.4234193, -111.9262251 33.4237605)",0736
6212,v,44,51,E4,F1,1497,1995,[],[],False,False,"LINESTRING(-111.931885 33.4232246, -111.9388994 33.4223047)",0716
6213,v,44,52,E4,F2,1514,3005,[],[],False,False,"LINESTRING(-111.9324061 33.4244988, -111.9359115 33.4222724)",0752
6214,v,44,53,E4,F3,1081,3001,[],[],False,False,"LINESTRING(-111.9319137 33.4246214, -111.9325299 33.4214663)",0724
6215,v,44,54,E4,F4,1064,1005,[],[],False,False,"LINESTRING(-111.9309513 33.4234312, -111.9305554 33.4230705)",0708
6216,v,44,55,E4,F5,215,697,[],[],False,False,"LINESTRING(-111.9314818 33.4234889, -111.9285829 33.4220147)",0754
6217,v,44,56,E4,F6,219,1265,[],[],False,False,"LINESTRING(-111.9320002 33.4241036, -111.9264971 33.4218613)",0714
6221,v,44,60,E4,G0,1068,1987,[],[],False,False,"LINESTRING(-111.9319667 33.4245433, -111.9403 33.420489)",0715
6222,v,44,61,E4,G1,2379,2084,[],[],False,False,"LINESTRING(-111.9316734 33.423419, -111.9380627 33.4196841)",0745
6223,v,44,62,E4,G2,1514,2473,[],[],False,False,"LINESTRING(-111.9324061 33.4244988, -111.9368735 33.420527)",0743
6224,v,44,63,E4,G3,1068,2735,[],[],False,False,"LINESTRING(-111.9319667 33.4245433, -111.9337502 33.420015)",0716
6225,v,44,64,E4,G4,1085,2767,[],[],False,False,"LINESTRING(-111.9320647 33.4242329, -111.9319726 33.4206252)",0739
6226,v,44,65,E4,G5,1375,446,[],[],False,False,"LINESTRING(-111.9311324 33.4236166, -111.9278736 33.4203364)",0746
6227,v,44,66,E4,G6,1511,2537,[],[],False,False,"LINESTRING(-111.9323587 33.4241524, -111.9261449 33.4202311)",0730
6231,v,44,70,E4,H0,1496,939,[],[],False,False,"LINESTRING(-111.9318677 33.4234155, -111.9394757 33.4187857)",0733
6232,v,44,71,E4,H1,219,3199,[],[],False,False,"LINESTRING(-111.9320002 33.4241036, -111.9372572 33.4185059)",0721
6233,v,44,72,E4,H2,215,2423,[],[],False,False,"LINESTRING(-111.9314818 33.4234889, -111.9349277 33.4190733)",0732
6235,v,44,74,E4,H4,2557,1261,[],[],False,False,"LINESTRING(-111.9323367 33.4245958, -111.9314442 33.4182613)",0749
6236,v,44,75,E4,H5,1497,2815,[],[],False,False,"LINESTRING(-111.931885 33.4232246, -111.9283893 33.4180166)",0732
6237,v,44,76,E4,H6,886,1049,[],[],False,False,"LINESTRING(-111.9304264 33.4231132, -111.9273231 33.4189427)",0726
6241,v,44,80,E4,I0,1464,3083,[],[],False,False,"LINESTRING(-111.9303011 33.4232774, -111.9402605 33.4168995)",0738
6242,v,44,81,E4,I1,1019,250,[],[],False,False,"LINESTRING(-111.9318509 33.4235612, -111.9391043 33.4164654)",0731
6243,v,44,82,E4,I2,1463,2436,[],[],False,False,"LINESTRING(-111.9302617 33.4232471, -111.9355336 33.4166101)",0709
6244,v,44,83,E4,I3,1065,2688,[],[],False,False,"LINESTRING(-111.9309114 33.423523, -111.9338496 33.4165541)",0721
6245,v,44,84,E4,I4,1514,808,[],[],False,False,"LINESTRING(-111.9324061 33.4244988, -111.9313962 33.4174076)",0740
6246,v,44,85,E4,I5,2,3306,[],[],False,False,"LINESTRING(-111.9303126 33.4236793, -111.9281546 33.4162597)",0750
6247,v,44,86,E4,I6,217,1766,[],[],False,False,"LINESTRING(-111.9304115 33.4231876, -111.9261417 33.416833)",0737
6251,v,44,90,E4,J0,1464,3098,[],[],False,False,"LINESTRING(-111.9303011 33.4232774, -111.940292 33.414454)",0718
6252,v,44,91,E4,J1,1018,355,[],[],False,False,"LINESTRING(-111.9322676 33.4235646, -111.9372838 33.4159358)",0706
6253,v,44,92,E4,J2,218,1729,[],[],False,False,"LINESTRING(-111.9305238 33.4232284, -111.9357619 33.4151268)",0707
6254,v,44,93,E4,J3,2638,611,[],[],False,False,"LINESTRING(-111.9303912 33.4232883, -111.9327145 33.4147655)",0735
6255,v,44,94,E4,J4,177,2986,[],[],False,False,"LINESTRING(-111.9321775 33.4242506, -111.9312302 33.4154747)",0707
6256,v,44,95,E4,J5,175,3267,[],[],False,False,"LINESTRING(-111.9320364 33.4245014, -111.9281681 33.415792)",0711
6257,v,44,96,E4,J6,1497,3141,[],[],False,False,"LINESTRING(-111.931885 33.4232246, -111.9272416 33.4148616)",0716
6301,v,45,0,E5,A0,1060,1822,[],[],False,False,"LINESTRING(-111.9291462 33.4247335, -111.9396731 33.4317205)",0736
6302,v,45,1,E5,A1,1061,2185,[],[],False,False,"LINESTRING(-111.928543 33.424521, -111.9377215 33.4312373)",0705
6303,v,45,2,E5,A2,4,1809,[],[],False,False,"LINESTRING(-111.9290798 33.4242989, -111.9356469 33.4306338)",0720
6304,v,45,3,E5,A3,3077,1417,[],[],False,False,"LINESTRING(-111.9281762 33.4239323, -111.9345832 33.4319269)",0729
6305,v,45,4,E5,A4,1078,1420,[],[],False,False,"LINESTRING(-111.9300841 33.4246561, -111.9322665 33.4312043)",0745
6307,v,45,6,E5,A6,982,1,[],[],False,False,"LINESTRING(-111.928255 33.4245465, -111.9262851 33.432)",0739
6310,v,45,9,E5,A9,1058,3008,[],[],False,False,"LINESTRING(-111.9288263 33.4246188, -111.9186286 33.431419)",0727
6311,v,45,10,E5,B0,1060,829,[],[],False,False,"LINESTRING(-111.9291462 33.4247335, -111.9398235 33.4295881)",0738
6312,v,45,11,E5,B1,1470,732,[],[],False,False,"LINESTRING(-111.9290427 33.4242221, -111.9391348 33.4297705)",0717
6314,v,45,13,E5,B3,1380,1178,[],[],False,False,"LINESTRING(-111.9293363 33.4243277, -111.9339555 33.4292252)",0737
6315,v,45,14,E5,B4,58,1169,[],[],False,False,"LINESTRING(-111.9292203 33.4246475, -111.931356 33.4288211)",0730
6316,v,45,15,E5,B5,1380,1618,[],[],False,False,"LINESTRING(-111.9293363 33.4243277, -111.928014 33.4291546)",0800
6317,v,45,16,E5,B6,1058,714,[],[],False,False,"LINESTRING(-111.9288263 33.4246188, -111.926283 33.4288957)",0725
6321,v,45,20,E5,C0,1059,3099,[],[],False,False,"LINESTRING(-111.9283511 33.4247675, -111.9403986 33.426732)",0735
6322,v,45,21,E5,C1,2925,1401,[],[],False,False,"LINESTRING(-111.9287317 33.4246355, -111.9390259 33.4274915)",0756
6323,v,45,22,E5,C2,166,1963,[],[],False,False,"LINESTRING(-111.9285714 33.4248545, -111.9357079 33.428221)",0705
6324,v,45,23,E5,C3,1099,1135,[],[],False,False,"LINESTRING(-111.9293884 33.4248049, -111.9336107 33.428229)",0731
6325,v,45,24,E5,C4,2866,1161,[],[],False,False,"LINESTRING(-111.9297046 33.424713, -111.9306121 33.4283018)",0723
6331,v,45,30,E5,D0,982,2058,[],[],False,False,"LINESTRING(-111.928255 33.4245465, -111.9399417 33.4249743)",0717
6332,v,45,31,E5,D1,4,1888,[],[],False,False,"LINESTRING(-111.9290798 33.4242989, -111.9380928 33.4256243)",0711
6333,v,45,32,E5,D2,1077,282,[],[],False,False,"LINESTRING(-111.930049 33.424523, -111.9355468 33.4259131)",0744
6334,v,45,33,E5,D3,1063,2563,[],[],False,False,"LINESTRING(-111.9283481 33.4245444, -111.9328216 33.4249509)",0732
6335,v,45,34,E5,D4,1379,1088,[],[],False,False,"LINESTRING(-111.9293418 33.4246233, -111.930347 33.4252588)",0728
6336,v,45,35,E5,D5,982,1389,[],[],False,False,"LINESTRING(-111.928255 33.4245465, -111.9293619 33.4260059)",0734
6337,v,45,36,E5,D6,165,3109,[],[],False,False,"LINESTRING(-111.9286547 33.4248525, -111.9272361 33.425273)",0706
6341,v,45,40,E5,E0,3077,820,[],[],False,False,"LINESTRING(-111.9281762 33.4239323, -111.9401735 33.4231999)",0751
6342,v,45,41,E5,E1,2111,134,[],[],False,False,"LINESTRING(-111.9287706 33.4236406, -111.938692 33.423193)",0716
6343,v,45,42,E5,E2,1095,15,[],[],False,False,"LINESTRING(-111.9300374 33.4247888, -111.9358458 33.4243666)",0710
6344,v,45,43,E5,E3,1076,1504,[],[],False,False,"LINESTRING(-111.9300752 33.4243925, -111.9336629 33.4242428)",0718
6345,v,45,44,E5,E4,1061,175,[],[],False,False,"LINESTRING(-111.928543 33.424521, -111.9320364 33.4245014)",0702
6346,v,45,45,E5,E5,1392,1061,[],[],False,False,"LINESTRING(-111.9292269 33.4243584, -111.928543 33.424521)",0741
6347,v,45,46,E5,E6,2546,480,[],[],False,False,"LINESTRING(-111.9298298 33.4241518, -111.9261 33.424501)",0719
6351,v,45,50,E5,F0,899,709,[],[],False,False,"LINESTRING(-111.9278399 33.4248549, -111.9403 33.4219333)",0716
6352,v,45,51,E5,F1,3,1283,[],[],False,False,"LINESTRING(-111.9299266 33.4240263, -111.9380771 33.4218413)",0731
6353,v,45,52,E5,F2,1392,1222,[],[],False,False,"LINESTRING(-111.9292269 33.4243584, -111.9348985 33.4218005)",0744
6354,v,45,53,E5,F3,1098,959,[],[],False,False,"LINESTRING(-111.9293894 33.4246205, -111.9330633 33.4224739)",0756
6355,v,45,54,E5,F4,2866,1003,[],[],False,False,"LINESTRING(-111.9297046 33.424713, -111.9307662 33.4227012)",0727
6356,v,45,55,E5,F5,2901,208,[],[],False,False,"LINESTRING(-111.929678 33.4245065, -111.9294899 33.4227512)",0703
6357,v,45,56,E5,F6,1392,782,[],[],False,False,"LINESTRING(-111.9292269 33.4243584, -111.9263937 33.421849)",0746
6361,v,45,60,E5,G0,2925,637,[],[],False,False,"LINESTRING(-111.9287317 33.4246355, -111.9398851 33.4211703)",0724
6362,v,45,61,E5,G1,1099,96,[],[],False,False,"LINESTRING(-111.9293884 33.4248049, -111.938132 33.4205154)",0709
6363,v,45,62,E5,G2,1099,2716,[],[],False,False,"LINESTRING(-111.9293884 33.4248049, -111.9364024 33.4205434)",0739
6364,v,45,63,E5,G3,899,952,[],[],False,False,"LINESTRING(-111.9278399 33.4248549, -111.9330426 33.4208651)",0712
6365,v,45,64,E5,G4,3065,3047,[],[],False,False,"LINESTRING(-111.929863 33.4234963, -111.9306288 33.4203913)",0726
6366,v,45,65,E5,G5,1058,456,[],[],False,False,"LINESTRING(-111.9288263 33.4246188, -111.9288246 33.4203392)",0721
6367,v,45,66,E5,G6,1058,460,[],[],False,False,"LINESTRING(-111.9288263 33.4246188, -111.9271098 33.4206244)",0751
6371,v,45,70,E5,H0,59,90,[],[],False,False,"LINESTRING(-111.929244 33.4248062, -111.9394786 33.4190668)",0750
6372,v,45,71,E5,H1,1063,1578,[],[],False,False,"LINESTRING(-111.9283481 33.4245444, -111.938523 33.4190277)",0704
6373,v,45,72,E5,H2,1063,927,[],[],False,False,"LINESTRING(-111.9283481 33.4245444, -111.9365653 33.4186504)",0722
6374,v,45,73,E5,H3,164,3204,[],[],False,False,"LINESTRING(-111.9291505 33.4248141, -111.9329845 33.4185296)",0731
6375,v,45,74,E5,H4,2546,910,[],[],False,False,"LINESTRING(-111.9298298 33.4241518, -111.9310811 33.4184524)",0736
6376,v,45,75,E5,H5,982,1342,[],[],False,False,"LINESTRING(-111.928255 33.4245465, -111.9300187 33.4182921)",0734
6377,v,45,76,E5,H6,2925,798,[],[],False,False,"LINESTRING(-111.9287317 33.4246355, -111.9264899 33.4179326)",0739
6381,v,45,80,E5,I0,59,1562,[],[],False,False,"LINESTRING(-111.929244 33.4248062, -111.9394997 33.4177045)",0752
6382,v,45,81,E5,I1,3065,2971,[],[],False,False,"LINESTRING(-111.929863 33.4234963, -111.9380352 33.4168938)",0740
6383,v,45,82,E5,I2,1096,307,[],[],False,False,"LINESTRING(-111.9299703 33.4246178, -111.9350403 33.4161126)",0751
6384,v,45,83,E5,I3,58,1309,[],[],False,False,"LINESTRING(-111.9292203 33.4246475, -111.9341519 33.4161744)",0735
6385,v,45,84,E5,I4,1076,2909,[],[],False,False,"LINESTRING(-111.9300752 33.4243925, -111.9308304 33.4170112)",0735
6386,v,45,85,E5,I5,166,2136,[],[],False,False,"LINESTRING(-111.9285714 33.4248545, -111.9279495 33.4166251)",0703
6387,v,45,86,E5,I6,1057,891,[],[],False,False,"LINESTRING(-111.9290143 33.4244178, -111.9261019 33.4162328)",0753
6391,v,45,90,E5,J0,1379,1929,[],[],False,False,"LINESTRING(-111.9293418 33.4246233, -111.9396769 33.4148329)",0705
6392,v,45,91,E5,J1,1470,123,[],[],False,False,"LINESTRING(-111.9290427 33.4242221, -111.939166 33.4147167)",0736
6393,v,45,92,E5,J2,167,1724,[],[],False,False,"LINESTRING(-111.9283464 33.4248585, -111.9357668 33.4158165)",0733
6394,v,45,93,E5,J3,983,2162,[],[],False,False,"LINESTRING(-111.9282474 33.4244664, -111.9327316 33.4144)",0723
6395,v,45,94,E5,J4,983,812,[],[],False,False,"LINESTRING(-111.9282474 33.4244664, -111.9304957 33.4146672)",0734
6396,v,45,95,E5,J5,1059,3147,[],[],False,False,"LINESTRING(-111.9283511 33.4247675, -111.9278695 33.4148546)",0715
6397,v,45,96,E5,J6,167,1752,[],[],False,False,"LINESTRING(-111.9283464 33.4248585, -111.9271085 33.4149124)",0742
6441,v,46,0,E6,A0,776,1821,[],[],False,False,"LINESTRING(-111.9263807 33.424594, -111.9401024 33.432)",0735
6442,v,46,1,E6,A1,478,3041,[],[],False,False,"LINESTRING(-111.9263882 33.4238834, -111.937329 33.4309361)",0733
6443,v,46,2,E6,A2,479,730,[],[],False,False,"LINESTRING(-111.9263824 33.4233419, -111.935729 33.4305995)",0704
6444,v,46,3,E6,A3,1453,2478,[],[],False,False,"LINESTRING(-111.926382 33.4244228, -111.933604 33.4312899)",0750
6445,v,46,4,E6,A4,472,2479,[],[],False,False,"LINESTRING(-111.926223 33.4245011, -111.930506 33.4303157)",0751
6446,v,46,5,E6,A5,1062,1422,[],[],False,False,"LINESTRING(-111.9264774 33.4245779, -111.9284986 33.430286)",0748
6447,v,46,6,E6,A6,3114,1713,[],[],False,False,"LINESTRING(-111.9270376 33.4248576, -111.9264255 33.432)",0710
6450,v,46,9,E6,A9,472,3008,[],[],False,False,"LINESTRING(-111.926223 33.4245011, -111.9186286 33.431419)",0723
6451,v,46,10,E6,B0,487,687,[],[],False,False,"LINESTRING(-111.9261 33.4232618, -111.9400836 33.4294932)",0708
6452,v,46,11,E6,B1,790,1476,[],[],False,False,"LINESTRING(-111.9262251 33.4237605, -111.9388059 33.4296358)",0702
6454,v,46,13,E6,B3,3114,1177,[],[],False,False,"LINESTRING(-111.9270376 33.4248576, -111.9335594 33.4286413)",0753
6455,v,46,14,E6,B4,3113,1170,[],[],False,False,"LINESTRING(-111.9268422 33.4248596, -111.9315416 33.4288877)",0753
6456,v,46,15,E6,B5,2281,1617,[],[],False,False,"LINESTRING(-111.9275129 33.4232447, -111.9282288 33.429123)",0749
6457,v,46,16,E6,B6,477,1623,[],[],False,False,"LINESTRING(-111.9263865 33.4240145, -111.9270082 33.4291724)",0747
6461,v,46,20,E6,C0,3114,672,[],[],False,False,"LINESTRING(-111.9270376 33.4248576, -111.9399733 33.427036)",0752
6462,v,46,21,E6,C1,789,1401,[],[],False,False,"LINESTRING(-111.9261044 33.4234305, -111.9390259 33.4274915)",0744
6463,v,46,22,E6,C2,487,517,[],[],False,False,"LINESTRING(-111.9261 33.4232618, -111.9363371 33.4277086)",0728
6464,v,46,23,E6,C3,478,2615,[],[],False,False,"LINESTRING(-111.9263882 33.4238834, -111.9331412 33.4273773)",0726
6465,v,46,24,E6,C4,484,2599,[],[],False,False,"LINESTRING(-111.9261 33.4233397, -111.9316683 33.4277819)",0715
6466,v,46,25,E6,C5,1453,67,[],[],False,False,"LINESTRING(-111.926382 33.4244228, -111.9292732 33.4267326)",0718
6467,v,46,26,E6,C6,479,752,[],[],False,False,"LINESTRING(-111.9263824 33.4233419, -111.9262833 33.4283177)",0702
6471,v,46,30,E6,D0,2796,1891,[],[],False,False,"LINESTRING(-111.9276677 33.4248254, -111.9398898 33.425609)",0733
6472,v,46,31,E6,D1,479,50,[],[],False,False,"LINESTRING(-111.9263824 33.4233419, -111.9372279 33.4255094)",0737
6473,v,46,32,E6,D2,2796,511,[],[],False,False,"LINESTRING(-111.9276677 33.4248254, -111.9348284 33.4258488)",0719
6474,v,46,33,E6,D3,790,2570,[],[],False,False,"LINESTRING(-111.9262251 33.4237605, -111.9334651 33.4253687)",0711
6475,v,46,34,E6,D4,1451,2577,[],[],False,False,"LINESTRING(-111.926132 33.4245799, -111.9318947 33.4256788)",0704
6476,v,46,35,E6,D5,3114,1382,[],[],False,False,"LINESTRING(-111.9270376 33.4248576, -111.9291541 33.4260691)",0708
6477,v,46,36,E6,D6,479,3116,[],[],False,False,"LINESTRING(-111.9263824 33.4233419, -111.9274309 33.4248627)",0717
6481,v,46,40,E6,E0,3115,2205,[],[],False,False,"LINESTRING(-111.9272354 33.4248616, -111.940152 33.4244493)",0753
6482,v,46,41,E6,E1,487,1910,[],[],False,False,"LINESTRING(-111.9261 33.4232618, -111.9380568 33.4231493)",0740
6483,v,46,42,E6,E2,480,1526,[],[],False,False,"LINESTRING(-111.9261 33.424501, -111.9350977 33.4243851)",0745
6484,v,46,43,E6,E3,3114,1517,[],[],False,False,"LINESTRING(-111.9270376 33.4248576, -111.9328945 33.4248134)",0702
6485,v,46,44,E6,E4,1471,1700,[],[],False,False,"LINESTRING(-111.9275138 33.4244324, -111.9317022 33.4244276)",0710
6486,v,46,45,E6,E5,2796,1097,[],[],False,False,"LINESTRING(-111.9276677 33.4248254, -111.9299682 33.4245227)",0728
6487,v,46,46,E6,E6,483,477,[],[],False,False,"LINESTRING(-111.9261044 33.4233397, -111.9263865 33.4240145)",0745
6491,v,46,50,E6,F0,1087,838,[],[],False,False,"LINESTRING(-111.9264826 33.4245064, -111.9398538 33.4218932)",0738
6492,v,46,51,E6,F1,777,846,[],[],False,False,"LINESTRING(-111.926381 33.4245047, -111.9389138 33.4219837)",0756
6493,v,46,52,E6,F2,764,1280,[],[],False,False,"LINESTRING(-111.9262248 33.4242002, -111.9348995 33.4218585)",0733
6494,v,46,53,E6,F3,2113,2947,[],[],False,False,"LINESTRING(-111.9275109 33.423414, -111.9334134 33.4222702)",0752
6495,v,46,54,E6,F4,484,3249,[],[],False,False,"LINESTRING(-111.9261 33.4233397, -111.9315943 33.4218021)",0750
6496,v,46,55,E6,F5,477,878,[],[],False,False,"LINESTRING(-111.9263865 33.4240145, -111.9293023 33.4226415)",0708
6497,v,46,56,E6,F6,1086,2191,[],[],False,False,"LINESTRING(-111.9275131 33.4245054, -111.9263933 33.4228923)",0711
6501,v,46,60,E6,G0,479,2375,[],[],False,False,"LINESTRING(-111.9263824 33.4233419, -111.9398327 33.4209739)",0719
6502,v,46,61,E6,G1,484,2156,[],[],False,False,"LINESTRING(-111.9261 33.4233397, -111.9389901 33.42063)",0733
6503,v,46,62,E6,G2,764,1288,[],[],False,False,"LINESTRING(-111.9262248 33.4242002, -111.9368033 33.420611)",0730
6504,v,46,63,E6,G3,478,951,[],[],False,False,"LINESTRING(-111.9263882 33.4238834, -111.9333227 33.4208673)",0727
6505,v,46,64,E6,G4,479,1642,[],[],False,False,"LINESTRING(-111.9263824 33.4233419, -111.930474 33.420327)",0749
6506,v,46,65,E6,G5,2112,2540,[],[],False,False,"LINESTRING(-111.9275107 33.4233377, -111.9286359 33.4203837)",0717
6507,v,46,66,E6,G6,2112,1270,[],[],False,False,"LINESTRING(-111.9275107 33.4233377, -111.9273727 33.421075)",0721
6511,v,46,70,E6,H0,1471,33,[],[],False,False,"LINESTRING(-111.9275138 33.4244324, -111.9403 33.4190633)",0747
6512,v,46,71,E6,H1,480,2322,[],[],False,False,"LINESTRING(-111.9261 33.424501, -111.93877 33.4185861)",0759
6513,v,46,72,E6,H2,2113,2419,[],[],False,False,"LINESTRING(-111.9275109 33.423414, -111.9350034 33.4190205)",0733
6514,v,46,73,E6,H3,1455,3247,[],[],False,False,"LINESTRING(-111.926508 33.4233406, -111.9330903 33.4194258)",0744
6515,v,46,74,E6,H4,486,2742,[],[],False,False,"LINESTRING(-111.9261057 33.4232574, -111.9322164 33.4193329)",0727
6516,v,46,75,E6,H5,789,1334,[],[],False,False,"LINESTRING(-111.9261044 33.4234305, -111.9289583 33.4183595)",0714
6517,v,46,76,E6,H6,765,1050,[],[],False,False,"LINESTRING(-111.926224 33.4244218, -111.9275712 33.4191788)",0748
6521,v,46,80,E6,I0,776,145,[],[],False,False,"LINESTRING(-111.9263807 33.424594, -111.9400253 33.4176249)",0733
6522,v,46,81,E6,I1,788,257,[],[],False,False,"LINESTRING(-111.9261 33.423428, -111.9381405 33.4176359)",0754
6523,v,46,82,E6,I2,473,79,[],[],False,False,"LINESTRING(-111.9262235 33.4245838, -111.936615 33.416205)",0743
6524,v,46,83,E6,I3,777,1317,[],[],False,False,"LINESTRING(-111.926381 33.4245047, -111.9335297 33.416282)",0704
6525,v,46,84,E6,I4,1455,2109,[],[],False,False,"LINESTRING(-111.926508 33.4233406, -111.9321368 33.4176055)",0757
6526,v,46,85,E6,I5,789,1320,[],[],False,False,"LINESTRING(-111.9261044 33.4234305, -111.929493 33.4166835)",0745
6527,v,46,86,E6,I6,482,778,[],[],False,False,"LINESTRING(-111.9262287 33.4233394, -111.926299 33.41763)",0751
6531,v,46,90,E6,J0,3114,1924,[],[],False,False,"LINESTRING(-111.9270376 33.4248576, -111.9395362 33.4159003)",0703
6532,v,46,91,E6,J1,2796,316,[],[],False,False,"LINESTRING(-111.9276677 33.4248254, -111.9372934 33.4159191)",0737
6533,v,46,92,E6,J2,764,238,[],[],False,False,"LINESTRING(-111.9262248 33.4242002, -111.934891 33.4159044)",0739
6534,v,46,93,E6,J3,473,2161,[],[],False,False,"LINESTRING(-111.9262235 33.4245838, -111.9328464 33.4144)",0729
6535,v,46,94,E6,J4,477,608,[],[],False,False,"LINESTRING(-111.9263865 33.4240145, -111.9307998 33.4147857)",0712
6536,v,46,95,E6,J5,2113,3271,[],[],False,False,"LINESTRING(-111.9275109 33.423414, -111.928754 33.4152855)",0758
6537,v,46,96,E6,J6,3115,2633,[],[],False,False,"LINESTRING(-111.9272354 33.4248616, -111.9268727 33.4156693)",0757
7001,v,50,0,F0,A0,702,1937,[],[],False,False,"LINESTRING(-111.9393949 33.4219819, -111.9401906 33.432)",0740
7002,v,50,1,F0,A1,708,1810,[],[],False,False,"LINESTRING(-111.9401712 33.4219341, -111.9375006 33.4306304)",0750
7003,v,50,2,F0,A2,1904,493,[],[],False,False,"LINESTRING(-111.939394 33.4220712, -111.9350939 33.4303441)",0702
7004,v,50,3,F0,A3,669,344,[],[],False,False,"LINESTRING(-111.9400773 33.4220661, -111.9330857 33.4313634)",0746
7005,v,50,4,F0,A4,1904,2479,[],[],False,False,"LINESTRING(-111.939394 33.4220712, -111.930506 33.4303157)",0717
7006,v,50,5,F0,A5,1911,1422,[],[],False,False,"LINESTRING(-111.9398477 33.4218126, -111.9284986 33.430286)",0747
7007,v,50,6,F0,A6,838,1717,[],[],False,False,"LINESTRING(-111.9398538 33.4218932, -111.9261466 33.432)",0733
7010,v,50,9,F0,A9,425,3008,[],[],False,False,"LINESTRING(-111.9399323 33.4219356, -111.9186286 33.431419)",0759
7011,v,50,10,F0,B0,669,2070,[],[],False,False,"LINESTRING(-111.9400773 33.4220661, -111.9399371 33.4284947)",0732
7012,v,50,11,F0,B1,702,592,[],[],False,False,"LINESTRING(-111.9393949 33.4219819, -111.9384221 33.4300669)",0751
7013,v,50,12,F0,B2,28,150,[],[],False,False,"LINESTRING(-111.9401025 33.421787, -111.9349285 33.4300573)",0742
7014,v,50,13,F0,B3,1965,498,[],[],False,False,"LINESTRING(-111.939396 33.4224166, -111.933978 33.4296433)",0729
7015,v,50,14,F0,B4,428,3126,[],[],False,False,"LINESTRING(-111.9399651 33.4229201, -111.9311111 33.4302089)",0751
7016,v,50,15,F0,B5,633,350,[],[],False,False,"LINESTRING(-111.939899 33.4215064, -111.9285176 33.4302139)",0744
7017,v,50,16,F0,B6,426,1622,[],[],False,False,"LINESTRING(-111.9399401 33.4220728, -111.9272098 33.429182)",0740
7021,v,50,20,F0,C0,427,1399,[],[],False,False,"LINESTRING(-111.9399359 33.4224161, -111.9397296 33.4276015)",0734
7022,v,50,21,F0,C1,702,516,[],[],False,False,"LINESTRING(-111.9393949 33.4219819, -111.9377977 33.4284284)",0749
7023,v,50,22,F0,C2,3063,2801,[],[],False,False,"LINESTRING(-111.9398639 33.4225673, -111.935652 33.4274406)",0745
7024,v,50,23,F0,C3,1965,1202,[],[],False,False,"LINESTRING(-111.939396 33.4224166, -111.9334186 33.4280661)",0721
7025,v,50,24,F0,C4,1912,2594,[],[],False,False,"LINESTRING(-111.940176 33.422063, -111.9309895 33.4277783)",0721
7026,v,50,25,F0,C5,2208,1192,[],[],False,False,"LINESTRING(-111.9403 33.4221197, -111.9283797 33.4283199)",0744
7027,v,50,26,F0,C6,1906,474,[],[],False,False,"LINESTRING(-111.939845 33.4224183, -111.9262149 33.4275095)",0720
7031,v,50,30,F0,D0,709,25,[],[],False,False,"LINESTRING(-111.9403 33.4219333, -111.940152 33.426463)",0722
