name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,VDF_fftt1,VDF_cap1
East University Drive,936,436794672,693,694,1,48.73,3,56,1600,secondary,4,"LINESTRING (-111.9295985 33.4220148, -111.9290744 33.4220195)",walk;bike,1,0,,
East University Drive,937,436794672,694,693,1,48.73,2,56,1600,secondary,4,"LINESTRING (-111.9290744 33.4220195, -111.9295985 33.4220148)",walk;bike,1,0,,
East University Drive,938,436794672,694,695,1,12.4,3,56,1600,secondary,4,"LINESTRING (-111.9290744 33.4220195, -111.9289410 33.4220194)",walk;bike,1,0,,
East University Drive,939,436794672,695,694,1,12.4,2,56,1600,secondary,4,"LINESTRING (-111.9289410 33.4220194, -111.9290744 33.4220195)",walk;bike,1,0,,
East University Drive,940,436794675,695,696,1,13.85,2,56,1600,secondary,4,"LINESTRING (-111.9289410 33.4220194, -111.9287920 33.4220174)",walk;bike,1,0,,
East University Drive,941,436794675,696,695,1,13.85,3,56,1600,secondary,4,"LINESTRING (-111.9287920 33.4220174, -111.9289410 33.4220194)",walk;bike,1,0,,
East University Drive,942,436794675,696,697,1,19.44,2,56,1600,secondary,4,"LINESTRING (-111.9287920 33.4220174, -111.9285829 33.4220147)",walk;bike,1,0,,
East University Drive,943,436794675,697,696,1,19.44,3,56,1600,secondary,4,"LINESTRING (-111.9285829 33.4220147, -111.9287920 33.4220174)",walk;bike,1,0,,
East University Drive,944,436794678,690,698,1,20.14,4,56,1600,secondary,4,"LINESTRING (-111.9271823 33.4220171, -111.9269657 33.4220200)",walk;bike,1,0,,
East University Drive,945,436794678,698,690,1,20.14,2,56,1600,secondary,4,"LINESTRING (-111.9269657 33.4220200, -111.9271823 33.4220171)",walk;bike,1,0,,
East University Drive,946,436794679,692,699,1,12.85,2,64,1600,secondary,4,"LINESTRING (-111.9262544 33.4220295, -111.9261162 33.4220321)",walk;bike,1,0,,
East University Drive,947,436794679,699,692,1,12.85,5,64,1600,secondary,4,"LINESTRING (-111.9261162 33.4220321, -111.9262544 33.4220295)",walk;bike,1,0,,
East University Drive,948,436794679,699,700,1,1.51,2,64,1600,secondary,4,"LINESTRING (-111.9261162 33.4220321, -111.9261000 33.4220320)",walk;bike,1,0,,
East University Drive,949,436794679,700,699,1,1.51,5,64,1600,secondary,4,"LINESTRING (-111.9261000 33.4220320, -111.9261162 33.4220321)",walk;bike,1,0,,
East University Drive,950,436794680,701,702,1,35.0,4,56,1600,secondary,4,"LINESTRING (-111.9390184 33.4219833, -111.9393277 33.4219821, -111.9393949 33.4219819)",walk;bike,0,0,,
East University Drive,951,436794680,702,703,1,43.03,4,56,1600,secondary,4,"LINESTRING (-111.9393949 33.4219819, -111.9398577 33.4219804)",walk;bike,0,0,,
East University Drive,952,436794680,703,425,1,8.53,4,56,1600,secondary,4,"LINESTRING (-111.9398577 33.4219804, -111.9399323 33.4219356)",walk;bike,0,0,,
East University Drive,953,436794681,704,705,1,72.95,2,56,1600,secondary,4,"LINESTRING (-111.9276681 33.4220143, -111.9277984 33.4220541, -111.9283263 33.4220454, -111.9283878 33.4220419, -111.9284316 33.4220121)",walk;bike,0,0,,
South Mill Avenue,954,436794682,706,563,1,9.11,2,48,1800,primary,3,"LINESTRING (-111.9400949 33.4297499, -111.9400910 33.4296678)",walk;bike,0,0,,
South Mill Avenue,955,436794683,707,706,1,50.68,3,48,1800,primary,3,"LINESTRING (-111.9401286 33.4302061, -111.9401130 33.4300629, -111.9400949 33.4297499)",walk;bike,0,0,,
West University Drive,956,436794701,27,708,1,7.94,2,56,1800,primary,3,"LINESTRING (-111.9400858 33.4219347, -111.9401712 33.4219341)",walk;bike,1,0,,
West University Drive,957,436794701,708,27,1,7.94,4,56,1800,primary,3,"LINESTRING (-111.9401712 33.4219341, -111.9400858 33.4219347)",walk;bike,1,0,,
West University Drive,958,436794701,708,709,1,11.97,2,56,1800,primary,3,"LINESTRING (-111.9401712 33.4219341, -111.9402928 33.4219333, -111.9403000 33.4219333)",walk;bike,1,0,,
West University Drive,959,436794701,709,708,1,11.97,4,56,1800,primary,3,"LINESTRING (-111.9403000 33.4219333, -111.9402928 33.4219333, -111.9401712 33.4219341)",walk;bike,1,0,,
East Rio Salado Parkway,960,436795888,710,711,1,46.82,3,56,1600,secondary,4,"LINESTRING (-111.9300433 33.4288250, -111.9301482 33.4288383, -111.9302746 33.4288612, -111.9305333 33.4289205)",walk;bike,0,0,,
East Rio Salado Parkway,961,436795890,712,713,1,0.75,5,56,1600,secondary,4,"LINESTRING (-111.9261000 33.4288830, -111.9261081 33.4288836)",walk;bike,0,0,,
East Rio Salado Parkway,962,436795890,713,714,1,16.31,5,56,1600,secondary,4,"LINESTRING (-111.9261081 33.4288836, -111.9262830 33.4288957)",walk;bike,0,0,,
East Rio Salado Parkway,963,436795891,715,716,1,50.11,3,56,1600,secondary,4,"LINESTRING (-111.9279262 33.4289480, -111.9279993 33.4289443, -111.9284571 33.4288722)",walk;bike,0,0,,
East Rio Salado Parkway,964,436795892,717,718,1,67.23,5,56,1600,secondary,4,"LINESTRING (-111.9272141 33.4288263, -111.9267723 33.4288065, -111.9264921 33.4287917)",walk;bike,0,0,,
East Rio Salado Parkway,965,436795892,718,719,1,19.55,5,56,1600,secondary,4,"LINESTRING (-111.9264921 33.4287917, -111.9262820 33.4287845)",walk;bike,0,0,,
East Rio Salado Parkway,966,436795893,714,720,1,22.35,2,56,1600,secondary,4,"LINESTRING (-111.9262830 33.4288957, -111.9265230 33.4289081)",walk;bike,0,0,,
East Rio Salado Parkway,967,436795893,720,715,1,130.71,2,56,1600,secondary,4,"LINESTRING (-111.9265230 33.4289081, -111.9275775 33.4289657, -111.9279262 33.4289480)",walk;bike,0,0,,
East Rio Salado Parkway,968,436795894,716,721,1,62.55,5,56,1600,secondary,4,"LINESTRING (-111.9284571 33.4288722, -111.9287893 33.4288199, -111.9289868 33.4287997, -111.9291224 33.4287925)",walk;bike,0,0,,
East Rio Salado Parkway,969,436795894,721,490,1,17.0,5,56,1600,secondary,4,"LINESTRING (-111.9291224 33.4287925, -111.9293050 33.4287835)",walk;bike,0,0,,
East Rio Salado Parkway,970,436796010,722,723,1,5.82,5,56,1600,secondary,4,"LINESTRING (-111.9301347 33.4287110, -111.9300736 33.4286996)",walk;bike,0,0,,
East Rio Salado Parkway,971,436796011,724,725,1,10.81,3,56,1600,secondary,4,"LINESTRING (-111.9332433 33.4294457, -111.9333588 33.4294569)",walk;bike,0,0,,
East Rio Salado Parkway,972,436796012,723,726,1,56.59,5,56,1600,secondary,4,"LINESTRING (-111.9300736 33.4286996, -111.9298786 33.4286781, -111.9297607 33.4286693, -111.9296442 33.4286664, -111.9294671 33.4286631)",walk;bike,0,0,,
East Rio Salado Parkway,973,436796012,726,71,1,14.98,5,56,1600,secondary,4,"LINESTRING (-111.9294671 33.4286631, -111.9293060 33.4286668)",walk;bike,0,0,,
East Rio Salado Parkway,974,436796013,725,498,1,61.62,5,56,1600,secondary,4,"LINESTRING (-111.9333588 33.4294569, -111.9334843 33.4294797, -111.9336315 33.4295146, -111.9338080 33.4295602, -111.9339780 33.4296433)",walk;bike,0,0,,
East Rio Salado Parkway,975,436796014,71,727,1,16.21,2,56,1600,secondary,4,"LINESTRING (-111.9293060 33.4286668, -111.9291317 33.4286708)",walk;bike,0,0,,
East Rio Salado Parkway,976,436796014,727,728,1,72.13,2,56,1600,secondary,4,"LINESTRING (-111.9291317 33.4286708, -111.9289694 33.4286812, -111.9286542 33.4287189, -111.9283645 33.4287643)",walk;bike,0,0,,
East Rio Salado Parkway,977,436796014,728,717,1,107.68,2,56,1600,secondary,4,"LINESTRING (-111.9283645 33.4287643, -111.9279628 33.4288273, -111.9276704 33.4288391, -111.9275799 33.4288427, -111.9274308 33.4288360, -111.9272141 33.4288263)",walk;bike,0,0,,
East Rio Salado Parkway,978,436796182,493,729,1,40.0,2,56,1600,secondary,4,"LINESTRING (-111.9350939 33.4303441, -111.9351938 33.4303975, -111.9354723 33.4305150)",walk;bike,0,0,,
East Rio Salado Parkway,979,436796182,729,730,1,25.64,2,56,1600,secondary,4,"LINESTRING (-111.9354723 33.4305150, -111.9357290 33.4305995)",walk;bike,0,0,,
East Rio Salado Parkway,980,436796183,151,731,1,10.14,4,56,1600,secondary,4,"LINESTRING (-111.9346717 33.4298726, -111.9345889 33.4298130)",walk;bike,0,0,,
East Rio Salado Parkway,981,436796184,732,733,1,65.92,4,56,1600,secondary,4,"LINESTRING (-111.9391348 33.4297705, -111.9398383 33.4296955)",walk;bike,0,0,,
East Rio Salado Parkway,982,436796184,733,430,1,12.07,4,56,1600,secondary,4,"LINESTRING (-111.9398383 33.4296955, -111.9399670 33.4296814)",walk;bike,0,0,,
East Rio Salado Parkway,983,436796185,731,499,1,61.36,4,56,1600,secondary,4,"LINESTRING (-111.9345889 33.4298130, -111.9344733 33.4297298, -111.9341567 33.4295308, -111.9340560 33.4294897)",walk;bike,0,0,,
East Rio Salado Parkway,984,436796186,734,590,1,71.84,3,56,1600,secondary,4,"LINESTRING (-111.9367443 33.4306915, -111.9370662 33.4306506, -111.9372716 33.4306112, -111.9373958 33.4305727, -111.9374930 33.4305413)",walk;bike,0,0,,
East Rio Salado Parkway,985,436796187,499,735,1,176.22,2,56,1600,secondary,4,"LINESTRING (-111.9340560 33.4294897, -111.9337917 33.4293557, -111.9336814 33.4293249, -111.9335620 33.4293000, -111.9333170 33.4292740, -111.9328969 33.4292720, -111.9326115 33.4292630, -111.9322183 33.4292329)",walk;bike,0,0,,
West Rio Salado Parkway,986,436796418,736,737,1,11.0,3,56,1600,secondary,4,"LINESTRING (-111.9403000 33.4295474, -111.9401824 33.4295586)",walk;bike,0,0,,
West Rio Salado Parkway,987,436796418,737,686,1,8.95,3,56,1600,secondary,4,"LINESTRING (-111.9401824 33.4295586, -111.9400870 33.4295692)",walk;bike,0,0,,
West Rio Salado Parkway,988,436796419,563,738,1,9.01,2,56,1600,secondary,4,"LINESTRING (-111.9400910 33.4296678, -111.9401871 33.4296574)",walk;bike,0,0,,
West Rio Salado Parkway,989,436796419,738,739,1,10.54,2,56,1600,secondary,4,"LINESTRING (-111.9401871 33.4296574, -111.9403000 33.4296483)",walk;bike,0,0,,
South Rural Road,990,436942364,740,741,1,17.5,3,56,1800,primary,3,"LINESTRING (-111.9262955 33.4184244, -111.9262944 33.4185822)",walk;bike,1,0,,
South Rural Road,991,436942364,741,740,1,17.5,3,56,1800,primary,3,"LINESTRING (-111.9262944 33.4185822, -111.9262955 33.4184244)",walk;bike,1,0,,
South Rural Road,992,436942365,742,743,1,6.26,3,80,1800,primary,3,"LINESTRING (-111.9262936 33.4155005, -111.9262944 33.4155570)",walk;bike,1,0,,
South Rural Road,993,436942365,743,742,1,6.26,3,80,1800,primary,3,"LINESTRING (-111.9262944 33.4155570, -111.9262936 33.4155005)",walk;bike,1,0,,
South Rural Road,994,436942365,743,744,1,48.03,3,80,1800,primary,3,"LINESTRING (-111.9262944 33.4155570, -111.9262974 33.4159902)",walk;bike,1,0,,
South Rural Road,995,436942365,744,743,1,48.03,3,80,1800,primary,3,"LINESTRING (-111.9262974 33.4159902, -111.9262944 33.4155570)",walk;bike,1,0,,
South Rural Road,996,436942365,744,745,1,26.92,3,80,1800,primary,3,"LINESTRING (-111.9262974 33.4159902, -111.9263002 33.4162330)",walk;bike,1,0,,
South Rural Road,997,436942365,745,744,1,26.92,3,80,1800,primary,3,"LINESTRING (-111.9263002 33.4162330, -111.9262974 33.4159902)",walk;bike,1,0,,
South Rural Road,998,436942365,745,746,1,15.95,3,80,1800,primary,3,"LINESTRING (-111.9263002 33.4162330, -111.9263007 33.4163769)",walk;bike,1,0,,
South Rural Road,999,436942365,746,745,1,15.95,3,80,1800,primary,3,"LINESTRING (-111.9263007 33.4163769, -111.9263002 33.4162330)",walk;bike,1,0,,
South Rural Road,1000,436942366,719,714,1,12.33,3,56,1800,primary,3,"LINESTRING (-111.9262820 33.4287845, -111.9262830 33.4288957)",walk;bike,1,0,,
South Rural Road,1001,436942366,714,719,1,12.33,3,56,1800,primary,3,"LINESTRING (-111.9262830 33.4288957, -111.9262820 33.4287845)",walk;bike,1,0,,
South Rural Road,1002,436942367,747,748,1,19.91,3,56,1800,primary,3,"LINESTRING (-111.9262999 33.4173616, -111.9263000 33.4175412)",walk;bike,1,0,,
South Rural Road,1003,436942367,748,747,1,19.91,3,56,1800,primary,3,"LINESTRING (-111.9263000 33.4175412, -111.9262999 33.4173616)",walk;bike,1,0,,
South Rural Road,1004,436942368,201,616,1,14.98,3,56,1800,primary,3,"LINESTRING (-111.9262920 33.4146937, -111.9262906 33.4147355, -111.9262884 33.4148022, -111.9262852 33.4148286)",walk;bike,1,0,,
South Rural Road,1005,436942368,616,201,1,14.98,3,56,1800,primary,3,"LINESTRING (-111.9262852 33.4148286, -111.9262884 33.4148022, -111.9262906 33.4147355, -111.9262920 33.4146937)",walk;bike,1,0,,
South Rural Road,1006,436942369,749,750,1,9.73,3,56,1800,primary,3,"LINESTRING (-111.9263030 33.4168382, -111.9263020 33.4169260)",walk;bike,1,0,,
South Rural Road,1007,436942369,750,749,1,9.73,4,56,1800,primary,3,"LINESTRING (-111.9263020 33.4169260, -111.9263030 33.4168382)",walk;bike,1,0,,
South Rural Road,1008,436942369,750,751,1,22.47,3,56,1800,primary,3,"LINESTRING (-111.9263020 33.4169260, -111.9263016 33.4171287)",walk;bike,1,0,,
South Rural Road,1009,436942369,751,750,1,22.47,4,56,1800,primary,3,"LINESTRING (-111.9263016 33.4171287, -111.9263020 33.4169260)",walk;bike,1,0,,
South Rural Road,1010,436942369,751,747,1,25.82,3,56,1800,primary,3,"LINESTRING (-111.9263016 33.4171287, -111.9262999 33.4173616)",walk;bike,1,0,,
South Rural Road,1011,436942369,747,751,1,25.82,4,56,1800,primary,3,"LINESTRING (-111.9262999 33.4173616, -111.9263016 33.4171287)",walk;bike,1,0,,
South Rural Road,1012,436942370,752,753,1,90.37,3,56,1800,primary,3,"LINESTRING (-111.9262833 33.4283177, -111.9263666 33.4280550, -111.9263688 33.4275117)",walk;bike,0,0,,
South Rural Road,1013,436942371,754,755,1,63.54,6,56,1800,primary,3,"LINESTRING (-111.9263971 33.4227462, -111.9264040 33.4221731)",walk;bike,0,0,,
South Rural Road,1014,436942371,755,691,1,16.14,6,56,1800,primary,3,"LINESTRING (-111.9264040 33.4221731, -111.9264070 33.4220275)",walk;bike,0,0,,
South Rural Road,1015,436942372,741,756,1,49.22,4,56,1800,primary,3,"LINESTRING (-111.9262944 33.4185822, -111.9262989 33.4190261)",walk;bike,1,0,,
South Rural Road,1016,436942372,756,741,1,49.22,3,56,1800,primary,3,"LINESTRING (-111.9262989 33.4190261, -111.9262944 33.4185822)",walk;bike,1,0,,
South Rural Road,1017,436942372,756,757,1,12.35,4,56,1800,primary,3,"LINESTRING (-111.9262989 33.4190261, -111.9262960 33.4191375)",walk;bike,1,0,,
South Rural Road,1018,436942372,757,756,1,12.35,3,56,1800,primary,3,"LINESTRING (-111.9262960 33.4191375, -111.9262989 33.4190261)",walk;bike,1,0,,
South Rural Road,1019,436942373,758,463,1,3.64,3,56,1800,primary,3,"LINESTRING (-111.9262989 33.4202366, -111.9262980 33.4202694)",walk;bike,1,0,,
South Rural Road,1020,436942373,463,758,1,3.64,3,56,1800,primary,3,"LINESTRING (-111.9262980 33.4202694, -111.9262989 33.4202366)",walk;bike,1,0,,
South Rural Road,1021,436942375,752,759,1,41.19,6,56,1800,primary,3,"LINESTRING (-111.9262833 33.4283177, -111.9262822 33.4286892)",walk;bike,1,0,,
South Rural Road,1022,436942375,759,752,1,41.19,3,56,1800,primary,3,"LINESTRING (-111.9262822 33.4286892, -111.9262833 33.4283177)",walk;bike,1,0,,
South Rural Road,1023,436942375,759,719,1,10.57,6,56,1800,primary,3,"LINESTRING (-111.9262822 33.4286892, -111.9262820 33.4287845)",walk;bike,1,0,,
South Rural Road,1024,436942375,719,759,1,10.57,3,56,1800,primary,3,"LINESTRING (-111.9262820 33.4287845, -111.9262822 33.4286892)",walk;bike,1,0,,
South Rural Road,1025,436942376,757,760,1,14.02,3,56,1800,primary,3,"LINESTRING (-111.9262960 33.4191375, -111.9262981 33.4192639)",walk;bike,1,0,,
South Rural Road,1026,436942376,760,757,1,14.02,3,56,1800,primary,3,"LINESTRING (-111.9262981 33.4192639, -111.9262960 33.4191375)",walk;bike,1,0,,
South Rural Road,1027,436942376,760,565,1,30.93,3,56,1800,primary,3,"LINESTRING (-111.9262981 33.4192639, -111.9262990 33.4195429)",walk;bike,1,0,,
South Rural Road,1028,436942376,565,760,1,30.93,3,56,1800,primary,3,"LINESTRING (-111.9262990 33.4195429, -111.9262981 33.4192639)",walk;bike,1,0,,
South Rural Road,1029,436942377,761,762,1,31.99,4,56,1800,primary,3,"LINESTRING (-111.9263916 33.4208903, -111.9263890 33.4207332, -111.9263871 33.4206018)",walk;bike,0,0,,
South Rural Road,1030,436942377,762,763,1,27.79,4,56,1800,primary,3,"LINESTRING (-111.9263871 33.4206018, -111.9263019 33.4203615)",walk;bike,0,0,,
North Scottsdale Road,1031,436942378,476,182,1,40.2,3,56,1800,primary,3,"LINESTRING (-111.9262931 33.4294787, -111.9262890 33.4298413)",walk;bike,1,0,,
North Scottsdale Road,1032,436942378,182,476,1,40.2,3,56,1800,primary,3,"LINESTRING (-111.9262890 33.4298413, -111.9262931 33.4294787)",walk;bike,1,0,,
South Rural Road,1033,436942379,764,765,1,24.57,4,56,1800,primary,3,"LINESTRING (-111.9262248 33.4242002, -111.9262240 33.4244218)",walk;bike,0,0,,
South Rural Road,1034,436942379,765,472,1,8.79,4,56,1800,primary,3,"LINESTRING (-111.9262240 33.4244218, -111.9262230 33.4245011)",walk;bike,0,0,,
South Rural Road,1035,436942380,766,767,1,21.23,5,56,1800,primary,3,"LINESTRING (-111.9262465 33.4214303, -111.9262470 33.4216218)",walk;bike,0,0,,
South Rural Road,1036,436942380,767,768,1,24.86,5,56,1800,primary,3,"LINESTRING (-111.9262470 33.4216218, -111.9262504 33.4218460)",walk;bike,0,0,,
South Rural Road,1037,436942380,768,692,1,20.35,5,56,1800,primary,3,"LINESTRING (-111.9262504 33.4218460, -111.9262544 33.4220295)",walk;bike,0,0,,
South Rural Road,1038,436942381,616,769,1,9.92,3,80,1800,primary,3,"LINESTRING (-111.9262852 33.4148286, -111.9262842 33.4149181)",walk;bike,1,0,,
South Rural Road,1039,436942381,769,616,1,9.92,5,80,1800,primary,3,"LINESTRING (-111.9262842 33.4149181, -111.9262852 33.4148286)",walk;bike,1,0,,
South Rural Road,1040,436942381,769,770,1,33.85,3,80,1800,primary,3,"LINESTRING (-111.9262842 33.4149181, -111.9262865 33.4150708, -111.9262876 33.4151408, -111.9262895 33.4152234)",walk;bike,1,0,,
South Rural Road,1041,436942381,770,769,1,33.85,5,80,1800,primary,3,"LINESTRING (-111.9262895 33.4152234, -111.9262876 33.4151408, -111.9262865 33.4150708, -111.9262842 33.4149181)",walk;bike,1,0,,
South Rural Road,1042,436942381,770,771,1,10.21,3,80,1800,primary,3,"LINESTRING (-111.9262895 33.4152234, -111.9262909 33.4153155)",walk;bike,1,0,,
South Rural Road,1043,436942381,771,770,1,10.21,5,80,1800,primary,3,"LINESTRING (-111.9262909 33.4153155, -111.9262895 33.4152234)",walk;bike,1,0,,
South Rural Road,1044,436942381,771,772,1,13.39,3,80,1800,primary,3,"LINESTRING (-111.9262909 33.4153155, -111.9262927 33.4154363)",walk;bike,1,0,,
South Rural Road,1045,436942381,772,771,1,13.39,5,80,1800,primary,3,"LINESTRING (-111.9262927 33.4154363, -111.9262909 33.4153155)",walk;bike,1,0,,
South Rural Road,1046,436942381,772,742,1,7.12,3,80,1800,primary,3,"LINESTRING (-111.9262927 33.4154363, -111.9262936 33.4155005)",walk;bike,1,0,,
South Rural Road,1047,436942381,742,772,1,7.12,5,80,1800,primary,3,"LINESTRING (-111.9262936 33.4155005, -111.9262927 33.4154363)",walk;bike,1,0,,
South Rural Road,1048,436942382,746,773,1,18.09,4,80,1800,primary,3,"LINESTRING (-111.9263007 33.4163769, -111.9263017 33.4165401)",walk;bike,1,0,,
South Rural Road,1049,436942382,773,746,1,18.09,3,80,1800,primary,3,"LINESTRING (-111.9263017 33.4165401, -111.9263007 33.4163769)",walk;bike,1,0,,
South Rural Road,1050,436942382,773,774,1,22.24,4,80,1800,primary,3,"LINESTRING (-111.9263017 33.4165401, -111.9263023 33.4167407)",walk;bike,1,0,,
South Rural Road,1051,436942382,774,773,1,22.24,3,80,1800,primary,3,"LINESTRING (-111.9263023 33.4167407, -111.9263017 33.4165401)",walk;bike,1,0,,
South Rural Road,1052,436942382,774,749,1,10.81,4,80,1800,primary,3,"LINESTRING (-111.9263023 33.4167407, -111.9263030 33.4168382)",walk;bike,1,0,,
South Rural Road,1053,436942382,749,774,1,10.81,3,80,1800,primary,3,"LINESTRING (-111.9263030 33.4168382, -111.9263023 33.4167407)",walk;bike,1,0,,
South Rural Road,1054,436942383,775,776,1,45.69,4,56,1800,primary,3,"LINESTRING (-111.9263790 33.4250061, -111.9263807 33.4245940)",walk;bike,0,0,,
South Rural Road,1055,436942383,776,777,1,9.9,4,56,1800,primary,3,"LINESTRING (-111.9263807 33.4245940, -111.9263810 33.4245047)",walk;bike,0,0,,
South Rural Road,1056,436942384,748,778,1,9.85,3,56,1800,primary,3,"LINESTRING (-111.9263000 33.4175412, -111.9262990 33.4176300)",walk;bike,1,0,,
South Rural Road,1057,436942384,778,748,1,9.85,3,56,1800,primary,3,"LINESTRING (-111.9262990 33.4176300, -111.9263000 33.4175412)",walk;bike,1,0,,
South Rural Road,1058,436942384,778,779,1,17.41,3,56,1800,primary,3,"LINESTRING (-111.9262990 33.4176300, -111.9262990 33.4177870)",walk;bike,1,0,,
South Rural Road,1059,436942384,779,778,1,17.41,3,56,1800,primary,3,"LINESTRING (-111.9262990 33.4177870, -111.9262990 33.4176300)",walk;bike,1,0,,
South Rural Road,1060,436942384,779,780,1,25.91,3,56,1800,primary,3,"LINESTRING (-111.9262990 33.4177870, -111.9262995 33.4180207)",walk;bike,1,0,,
South Rural Road,1061,436942384,780,779,1,25.91,3,56,1800,primary,3,"LINESTRING (-111.9262995 33.4180207, -111.9262990 33.4177870)",walk;bike,1,0,,
South Rural Road,1062,436942384,780,781,1,19.37,3,56,1800,primary,3,"LINESTRING (-111.9262995 33.4180207, -111.9262973 33.4181954)",walk;bike,1,0,,
South Rural Road,1063,436942384,781,780,1,19.37,3,56,1800,primary,3,"LINESTRING (-111.9262973 33.4181954, -111.9262995 33.4180207)",walk;bike,1,0,,
South Rural Road,1064,436942384,781,740,1,25.39,3,56,1800,primary,3,"LINESTRING (-111.9262973 33.4181954, -111.9262955 33.4184244)",walk;bike,1,0,,
South Rural Road,1065,436942384,740,781,1,25.39,3,56,1800,primary,3,"LINESTRING (-111.9262955 33.4184244, -111.9262973 33.4181954)",walk;bike,1,0,,
South Rural Road,1066,436942385,691,782,1,19.83,3,56,1800,primary,3,"LINESTRING (-111.9264070 33.4220275, -111.9263937 33.4218490)",walk;bike,0,0,,
South Rural Road,1067,436942385,782,783,1,31.0,3,56,1800,primary,3,"LINESTRING (-111.9263937 33.4218490, -111.9264000 33.4215694)",walk;bike,0,0,,
South Rural Road,1068,436942385,783,784,1,35.95,3,56,1800,primary,3,"LINESTRING (-111.9264000 33.4215694, -111.9263973 33.4213363, -111.9263958 33.4212452)",walk;bike,0,0,,
South Rural Road,1069,436942385,784,761,1,39.35,3,56,1800,primary,3,"LINESTRING (-111.9263958 33.4212452, -111.9263916 33.4208903)",walk;bike,0,0,,
South Rural Road,1070,436942386,763,785,1,26.67,3,56,1800,primary,3,"LINESTRING (-111.9263019 33.4203615, -111.9262331 33.4205950)",walk;bike,0,0,,
South Rural Road,1071,436942386,785,72,1,42.28,3,56,1800,primary,3,"LINESTRING (-111.9262331 33.4205950, -111.9262379 33.4209763)",walk;bike,0,0,,
South Rural Road,1072,436942386,72,786,1,20.39,3,56,1800,primary,3,"LINESTRING (-111.9262379 33.4209763, -111.9262382 33.4210663, -111.9262455 33.4211600)",walk;bike,0,0,,
South Rural Road,1073,436942387,692,787,1,17.5,3,56,1800,primary,3,"LINESTRING (-111.9262544 33.4220295, -111.9262566 33.4221873)",walk;bike,0,0,,
South Rural Road,1074,436942387,787,485,1,71.93,3,56,1800,primary,3,"LINESTRING (-111.9262566 33.4221873, -111.9262371 33.4227921, -111.9262331 33.4228357)",walk;bike,0,0,,
,1075,439081931,788,789,1,0.49,1,80,1800,primary,3,"LINESTRING (-111.9261000 33.4234280, -111.9261044 33.4234305)",walk;bike,0,1,,
,1076,439081931,789,790,1,38.62,1,80,1800,primary,3,"LINESTRING (-111.9261044 33.4234305, -111.9261240 33.4234469, -111.9261411 33.4234867, -111.9261565 33.4235246, -111.9262251 33.4237605)",walk;bike,0,1,,
,1077,458468176,791,792,1,11.66,1,30,800,service,8,"LINESTRING (-111.9314053 33.4288362, -111.9313705 33.4288992, -111.9313510 33.4289310)",walk;bike,1,0,,
,1078,458468176,792,791,1,11.66,1,30,800,service,8,"LINESTRING (-111.9313510 33.4289310, -111.9313705 33.4288992, -111.9314053 33.4288362)",walk;bike,1,0,,
,1079,458468176,792,595,1,10.64,1,30,800,service,8,"LINESTRING (-111.9313510 33.4289310, -111.9313007 33.4290172)",walk;bike,1,0,,
,1080,458468176,595,792,1,10.64,1,30,800,service,8,"LINESTRING (-111.9313007 33.4290172, -111.9313510 33.4289310)",walk;bike,1,0,,
East Rio Salado Parkway,1081,458468177,595,793,1,11.34,2,56,1600,secondary,4,"LINESTRING (-111.9313007 33.4290172, -111.9311872 33.4289798)",walk;bike,0,0,,
East Rio Salado Parkway,1082,458468177,793,722,1,102.52,2,56,1600,secondary,4,"LINESTRING (-111.9311872 33.4289798, -111.9308703 33.4288747, -111.9307388 33.4288378, -111.9304760 33.4287706, -111.9303303 33.4287435, -111.9301347 33.4287110)",walk;bike,0,0,,
,1083,472037661,493,150,1,37.24,1,60,1600,secondary,4,"LINESTRING (-111.9350939 33.4303441, -111.9350783 33.4302775, -111.9350838 33.4302479, -111.9350820 33.4302197, -111.9350738 33.4301934, -111.9349285 33.4300573)",walk;bike,0,1,,
South McAllister Avenue,1084,472156131,695,794,1,13.4,1,40,1200,tertiary,5,"LINESTRING (-111.9289410 33.4220194, -111.9289327 33.4218987)",walk;bike,1,0,,
South McAllister Avenue,1085,472156131,794,695,1,13.4,3,40,1200,tertiary,5,"LINESTRING (-111.9289327 33.4218987, -111.9289410 33.4220194)",walk;bike,1,0,,
South McAllister Avenue,1086,472156131,794,795,1,34.53,1,40,1200,tertiary,5,"LINESTRING (-111.9289327 33.4218987, -111.9289364 33.4215873)",walk;bike,1,0,,
South McAllister Avenue,1087,472156131,795,794,1,34.53,3,40,1200,tertiary,5,"LINESTRING (-111.9289364 33.4215873, -111.9289327 33.4218987)",walk;bike,1,0,,
South Rural Road,1088,472156132,463,763,1,10.22,3,56,1800,primary,3,"LINESTRING (-111.9262980 33.4202694, -111.9263019 33.4203615)",walk;bike,1,0,,
South Rural Road,1089,472156132,763,463,1,10.22,3,56,1800,primary,3,"LINESTRING (-111.9263019 33.4203615, -111.9262980 33.4202694)",walk;bike,1,0,,
,1090,478383250,796,797,1,22.47,1,24,800,service,8,"LINESTRING (-111.9277010 33.4185691, -111.9277252 33.4184973, -111.9277261 33.4183692)",walk;bike,0,0,,
,1091,478383251,780,798,1,20.22,1,24,800,service,8,"LINESTRING (-111.9262995 33.4180207, -111.9264899 33.4179326)",walk;bike,0,0,,
